,price,Commune,rank_city_pr,house_area,number_of_rooms,terrace,terrace_area,fully_equipped_kitchen,open_fire,SB_as new,SB_just renovated,SB_good,SB_to be done up,SB_to renovate,SB_to restore
7689,209800,ASSE,341.0,71.0,1,1,14.0,1,0,1,0,0,0,0,0
7690,223500,CRISNÉE,162.0,96.0,3,1,,1,0,0,0,0,0,0,0
7691,229000,HERZELE,363.0,120.0,2,1,34.0,0,0,0,1,0,0,0,0
7692,219000,GEEL,255.0,150.0,3,1,15.0,0,0,1,0,0,0,0,0
7693,220000,NINOVE,268.0,98.0,2,1,3.0,1,0,0,0,1,0,0,0
7694,220000,NINOVE,268.0,98.0,2,1,3.0,1,0,0,0,1,0,0,0
7695,230000,COURCELLES,41.0,136.0,3,1,,1,0,1,0,0,0,0,0
7696,245000,GENT,496.0,65.0,1,0,0.0,0,0,0,0,1,0,0,0
7697,225000,LEBBEKE,393.0,110.0,2,0,0.0,1,0,0,0,1,0,0,0
7698,225000,ANTWERPEN,335.0,60.0,1,1,10.0,1,0,0,0,0,0,0,0
7699,227950,SINT-PIETERS-LEEUW,448.0,85.0,2,1,,0,0,0,0,0,0,0,0
7700,229000,HERENTALS,294.0,68.0,1,1,6.0,0,0,0,0,0,0,0,0
7701,239000,TIENEN,179.0,40.0,1,0,0.0,0,0,0,0,1,0,0,0
7702,240000,TUBIZE,187.0,99.0,2,1,7.0,1,0,0,0,0,0,0,0
7703,240000,ANTWERPEN,335.0,69.0,1,0,0.0,1,0,1,0,0,0,0,0
7704,249000,HASSELT,411.0,234.0,3,1,,0,0,0,0,1,0,0,0
7705,250000,DIEST,351.0,84.0,2,1,,0,0,0,0,1,0,0,0
7706,245000,WERVIK,92.0,147.0,2,1,6.0,1,0,0,0,1,0,0,0
7707,234000,HERENTALS,294.0,92.0,3,1,,1,0,0,0,0,0,0,0
7708,206101,DIEPENBEEK,220.0,82.0,2,1,11.0,1,0,1,0,0,0,0,0
7709,206200,DIEPENBEEK,220.0,82.0,2,1,11.0,1,0,1,0,0,0,0,0
7710,206500,LIÈGE,84.0,87.0,2,1,,1,0,1,0,0,0,0,0
7711,208142,DIEPENBEEK,220.0,82.0,2,1,10.0,1,0,1,0,0,0,0,0
7712,225250,KONTICH,467.0,93.0,2,1,32.0,1,0,1,0,0,0,0,0
7713,224299,AARSCHOT,336.0,74.0,1,0,0.0,1,0,1,0,0,0,0,0
7714,225000,HUY,86.0,105.0,2,1,20.0,1,0,0,0,0,0,0,0
7715,229000,ASSE,341.0,100.0,2,0,0.0,1,0,1,0,0,0,0,0
7716,229000,GERAARDSBERGEN,211.0,105.0,3,0,0.0,0,0,1,0,0,0,0,0
7717,230000,VILVOORDE,309.0,132.0,3,1,17.0,1,0,1,0,0,0,0,0
7718,230000,LAARNE,499.0,106.0,3,0,0.0,1,0,0,0,1,0,0,0
7719,235000,BRUXELLES,494.0,90.0,2,1,6.0,1,0,0,0,0,0,0,0
7720,240000,KNOKKE-HEIST,570.0,36.0,1,1,,1,0,0,0,1,0,0,0
7721,245000,VISÉ,150.0,88.0,2,1,11.0,1,0,0,0,0,0,0,0
7722,248000,BRAINE-LE-COMTE,61.0,124.0,3,1,6.0,0,0,0,0,0,0,0,0
7723,239000,BOOM,233.0,100.0,2,1,10.0,1,0,1,0,0,0,0,0
7724,223885,SINT-NIKLAAS,321.0,82.0,2,0,0.0,0,0,1,0,0,0,0,0
7725,204877,GEEL,255.0,92.0,2,1,6.0,1,0,1,0,0,0,0,0
7726,220000,AYWAILLE,148.0,86.0,2,1,11.0,0,0,1,0,0,0,0,0
7727,223000,SCHERPENHEUVEL-ZICHEM,195.0,91.0,2,1,14.0,1,0,1,0,0,0,0,0
7728,225000,SCHERPENHEUVEL-ZICHEM,195.0,85.0,2,1,20.0,1,0,1,0,0,0,0,0
7729,236000,BILZEN,178.0,108.0,2,1,30.0,1,0,1,0,0,0,0,0
7730,209000,HASSELT,411.0,100.0,3,1,35.0,1,0,0,0,0,1,0,0
7731,212500,GEEL,255.0,80.0,2,1,20.0,1,0,1,0,0,0,0,0
7732,215000,ANTWERPEN,335.0,106.0,3,1,5.0,1,0,0,0,1,0,0,0
7733,220000,WEMMEL,524.0,140.0,2,0,0.0,1,0,0,0,0,1,0,0
7734,234500,PERWEZ,383.0,88.0,2,1,,1,0,0,0,0,0,0,0
7735,235000,MOLENBEEK-SAINT-JEAN,239.0,122.0,3,1,9.0,1,0,1,0,0,0,0,0
7736,229000,MOLENBEEK-SAINT-JEAN,239.0,100.0,2,1,15.0,1,0,0,0,0,0,0,0
7737,229000,BRASSCHAAT,529.0,79.0,2,0,0.0,0,0,0,0,0,0,0,0
7738,229000,JUPRELLE,418.0,144.0,3,1,30.0,1,0,1,0,0,0,0,0
7739,235000,TIENEN,179.0,52.0,1,0,0.0,0,0,0,0,1,0,0,0
7740,239000,MOLENBEEK-SAINT-JEAN,239.0,105.0,3,0,0.0,0,0,0,0,1,0,0,0
7741,240000,FAIMES,347.0,150.0,2,0,0.0,0,0,0,1,0,0,0,0
7742,240000,KNOKKE-HEIST,570.0,40.0,0,0,0.0,0,0,0,0,1,0,0,0
7743,239000,NAMUR,259.0,125.0,3,1,15.0,1,0,0,0,0,0,0,0
7744,230000,GENK,180.0,68.0,1,0,0.0,1,0,1,0,0,0,0,0
7745,230000,GENK,180.0,68.0,1,1,87.0,1,0,1,0,0,0,0,0
7746,235000,MOLENBEEK-SAINT-JEAN,239.0,110.0,3,1,80.0,0,0,0,0,0,1,0,0
7747,250000,VISÉ,150.0,99.0,3,1,,1,0,0,0,1,0,0,0
7748,249000,KOEKELARE,267.0,286.0,3,0,0.0,0,0,0,0,1,0,0,0
7749,229000,ZAVENTEM,510.0,120.0,2,1,6.0,1,0,0,0,0,0,0,0
7750,229000,ZAVENTEM,510.0,110.0,2,0,0.0,1,0,0,0,0,0,0,0
7751,240000,KNOKKE-HEIST,570.0,36.0,0,0,0.0,1,0,0,0,1,0,0,0
7752,240000,CHAUDFONTAINE,254.0,87.0,2,1,28.0,1,0,1,0,0,0,0,0
7753,250000,CHAUDFONTAINE,254.0,87.0,2,1,28.0,1,0,1,0,0,0,0,0
7754,215000,AALTER,320.0,86.0,2,1,7.0,1,0,0,0,0,0,0,0
7755,229000,UCCLE,549.0,69.0,1,0,0.0,1,0,0,0,0,0,0,0
7756,235000,AALST,228.0,100.0,2,1,,1,0,0,0,1,0,0,0
7757,249000,HASSELT,411.0,89.0,2,0,0.0,0,0,0,0,0,0,0,0
7758,239000,SCHERPENHEUVEL-ZICHEM,195.0,94.0,2,1,11.0,1,0,1,0,0,0,0,0
7759,212000,FOREST,473.0,81.0,1,0,0.0,0,0,0,0,0,0,1,0
7760,225000,BERINGEN,193.0,103.0,2,1,8.0,1,0,1,0,0,0,0,0
7761,229000,PUTTE,417.0,94.0,2,0,0.0,1,0,0,0,1,0,0,0
7762,229000,DE HAAN,258.0,87.0,2,1,,0,0,1,0,0,0,0,0
7763,239000,LEUVEN,466.0,84.0,2,0,0.0,1,0,0,0,0,0,0,0
7764,239000,TONGEREN,201.0,78.0,1,1,,1,0,0,0,1,0,0,0
7765,245000,HOLSBEEK,512.0,116.0,2,0,0.0,0,0,0,0,1,0,0,0
7766,209000,JETTE,260.0,80.0,2,0,0.0,1,0,0,0,0,0,0,0
7767,210000,ANTWERPEN,335.0,84.0,2,1,,0,0,0,0,1,0,0,0
7768,215000,WEVELGEM,127.0,108.0,3,1,10.0,1,0,0,0,1,0,0,0
7769,219000,BRUXELLES,494.0,75.0,2,1,2.0,1,0,0,0,0,0,0,0
7770,225000,LEDEGEM,208.0,110.0,2,1,10.0,1,0,0,0,1,0,0,0
7771,226000,RENAIX,137.0,120.0,2,1,7.0,0,0,0,0,0,0,0,0
7772,209000,LOMMEL,257.0,85.0,2,1,11.0,0,0,1,0,0,0,0,0
7773,240000,ROTSELAAR,384.0,88.0,1,1,26.0,1,0,1,0,0,0,0,0
7774,245000,AALST,228.0,90.0,2,1,15.0,1,0,1,0,0,0,0,0
7775,250000,AALST,228.0,93.0,3,1,8.0,1,0,1,0,0,0,0,0
7776,219000,KOEKELBERG,140.0,92.0,2,1,2.0,1,0,0,0,0,0,0,0
7777,219000,KOEKELBERG,140.0,100.0,2,0,0.0,1,0,0,0,0,0,0,0
7778,220000,LIÈGE,84.0,96.0,2,0,0.0,1,0,0,0,0,0,0,0
7779,230000,WOLUWE-SAINT-LAMBERT,539.0,50.0,1,0,0.0,1,0,0,0,1,0,0,0
7780,247000,TIENEN,179.0,52.0,0,0,0.0,0,0,0,0,0,0,0,0
7781,208000,ANTWERPEN,335.0,74.0,2,1,3.0,0,0,1,0,0,0,0,0
7782,210000,BRUXELLES,494.0,91.0,2,0,0.0,1,0,0,0,0,0,0,0
7783,210000,ALKEN,373.0,97.0,2,0,0.0,0,0,0,0,1,0,0,0
7784,215000,CHAUDFONTAINE,254.0,87.0,2,1,24.0,1,0,1,0,0,0,0,0
7785,215000,BREDENE,114.0,75.0,2,1,,0,0,0,1,0,0,0,0
7786,249000,GRIMBERGEN,436.0,82.0,2,1,33.0,0,0,0,0,0,0,0,0
7787,214000,DENDERMONDE,243.0,100.0,2,1,,0,0,0,0,0,0,0,0
7788,207000,BRAINE-LE-COMTE,61.0,102.0,3,1,4.0,0,0,0,0,0,0,0,0
7789,211500,BRUGGE,468.0,70.0,2,0,0.0,0,0,0,0,0,0,0,0
7790,219000,JETTE,260.0,70.0,2,0,0.0,1,0,0,0,0,0,0,0
7791,235000,BLANKENBERGE,153.0,46.0,0,0,0.0,1,0,0,0,1,0,0,0
7792,239000,BRAINE-LE-COMTE,61.0,110.0,2,1,47.0,1,0,0,0,0,0,0,0
7793,240000,AALTER,320.0,80.0,1,0,0.0,1,0,1,0,0,0,0,0
7794,207571,SINT-NIKLAAS,321.0,73.0,2,0,0.0,0,0,1,0,0,0,0,0
7795,210000,OOSTERZELE,445.0,68.0,1,1,21.0,1,0,1,0,0,0,0,0
7796,225000,WEMMEL,524.0,75.0,2,1,18.0,1,0,0,0,1,0,0,0
7797,227000,BRAINE-LE-COMTE,61.0,103.0,2,1,35.0,1,0,0,0,0,0,0,0
7798,240350,WIELSBEKE,225.0,92.0,2,0,0.0,0,0,1,0,0,0,0,0
7799,210000,EDEGEM,416.0,100.0,2,1,3.0,1,0,0,0,0,1,0,0
7800,225000,ANTWERPEN,335.0,93.0,3,1,13.0,1,0,0,0,0,0,0,0
7801,239000,BEERSEL,490.0,90.0,2,0,0.0,0,0,1,0,0,0,0,0
7802,239000,BEERSEL,490.0,90.0,2,0,0.0,0,0,1,0,0,0,0,0
7803,245000,ANTWERPEN,335.0,45.0,1,1,9.0,1,0,1,0,0,0,0,0
7804,235000,WATERMAEL-BOITSFORT,575.0,60.0,0,0,0.0,1,0,0,0,0,0,0,0
7805,235000,WETTEREN,217.0,90.0,2,1,11.0,0,0,1,0,0,0,0,0
7806,230000,VISÉ,150.0,83.0,2,1,9.0,1,0,0,0,0,0,0,0
7807,235000,OOSTENDE,167.0,120.0,3,0,0.0,0,0,0,0,1,0,0,0
7808,245000,VISÉ,150.0,88.0,2,1,11.0,1,0,0,0,0,0,0,0
7809,248063,TIELT-WINGE,355.0,82.0,2,1,12.0,0,0,1,0,0,0,0,0
7810,248000,WINGENE,281.0,101.0,2,1,13.0,0,0,0,0,1,0,0,0
7811,209000,ANTWERPEN,335.0,90.0,2,1,8.0,1,0,0,0,1,0,0,0
7812,219000,TOURNAI,282.0,80.0,2,1,22.0,1,0,1,0,0,0,0,0
7813,247000,WEVELGEM,127.0,100.0,2,0,0.0,0,0,0,0,0,0,0,0
7814,249000,KASTERLEE,520.0,110.0,2,1,,0,0,0,0,0,0,0,0
7815,249900,ANZEGEM,332.0,99.0,3,0,0.0,1,0,0,0,0,0,0,0
7816,206000,NIEUWPOORT,364.0,48.0,2,0,0.0,1,0,0,0,0,0,0,0
7817,215000,GERAARDSBERGEN,211.0,82.0,2,1,10.0,1,0,1,0,0,0,0,0
7818,216215,BRUXELLES,494.0,73.0,1,1,34.0,1,0,0,0,0,0,0,0
7819,235000,GERAARDSBERGEN,211.0,93.0,1,1,10.0,1,0,1,0,0,0,0,0
7820,217017,TONGEREN,201.0,74.0,2,1,7.0,1,0,1,0,0,0,0,0
7821,231000,HALLE,399.0,71.0,2,0,0.0,1,0,1,0,0,0,0,0
7822,235000,NIEUWPOORT,364.0,65.0,1,0,0.0,1,0,1,0,0,0,0,0
7823,236688,TONGEREN,201.0,82.0,1,1,5.0,1,0,1,0,0,0,0,0
7824,249000,HASSELT,411.0,90.0,2,0,0.0,1,0,0,0,1,0,0,0
7825,249000,HASSELT,411.0,91.0,2,1,,1,0,1,0,0,0,0,0
7826,204500,NAMUR,259.0,89.0,1,1,12.0,1,0,0,0,0,0,0,0
7827,212000,LIÈGE,84.0,90.0,2,1,4.0,0,0,0,0,0,0,0,0
7828,220000,SERAING,26.0,600.0,0,0,0.0,1,0,0,0,0,0,0,0
7829,224300,AARSCHOT,336.0,73.0,1,0,0.0,0,0,0,0,0,0,0,0
7830,224500,NAMUR,259.0,86.0,2,1,12.0,1,0,0,0,0,0,0,0
7831,224500,NAMUR,259.0,85.0,2,1,12.0,1,0,0,0,0,0,0,0
7832,226000,LAARNE,499.0,106.0,3,0,0.0,1,0,0,0,1,0,0,0
7833,238000,BRAINE-LE-COMTE,61.0,135.0,3,1,12.0,1,0,0,0,0,0,0,0
7834,242500,NAMUR,259.0,96.0,2,1,15.0,1,0,0,0,0,0,0,0
7835,242500,NAMUR,259.0,96.0,2,1,15.0,1,0,0,0,0,0,0,0
7836,246000,BRAINE-LE-COMTE,61.0,124.0,3,1,23.0,0,0,0,0,0,0,0,0
7837,229000,ICHTEGEM,230.0,90.0,2,0,0.0,0,0,1,0,0,0,0,0
7838,245000,ICHTEGEM,230.0,90.0,2,0,0.0,0,0,1,0,0,0,0,0
7839,212000,LANAKEN,125.0,83.0,2,1,7.0,1,0,1,0,0,0,0,0
7840,235000,BERINGEN,193.0,95.0,2,1,15.0,1,0,0,0,1,0,0,0
7841,239000,TURNHOUT,278.0,67.0,1,0,0.0,1,0,1,0,0,0,0,0
7842,240000,BILZEN,178.0,111.0,2,1,4.0,1,0,0,0,1,0,0,0
7843,240000,BLANKENBERGE,153.0,65.0,1,0,0.0,1,0,0,0,1,0,0,0
7844,230000,AALST,228.0,86.0,2,0,0.0,1,0,1,0,0,0,0,0
7845,245000,AALST,228.0,90.0,2,1,15.0,1,0,1,0,0,0,0,0
7846,249415,SINT-NIKLAAS,321.0,80.0,2,0,0.0,0,0,1,0,0,0,0,0
7847,221000,LEUVEN,466.0,32.0,0,0,0.0,0,0,0,0,1,0,0,0
7848,224000,HAACHT,366.0,71.0,1,1,,0,0,1,0,0,0,0,0
7849,234000,LAARNE,499.0,106.0,3,0,0.0,1,0,0,0,1,0,0,0
7850,250000,TIENEN,179.0,59.0,0,0,0.0,0,0,0,0,0,0,0,0
7851,220000,CHARLEROI,19.0,94.0,2,1,,1,0,1,0,0,0,0,0
7852,243333,FONTAINE-L'EVÊQUE,50.0,122.0,2,1,6.0,1,0,1,0,0,0,0,0
7853,247335,TORHOUT,291.0,98.0,2,1,14.0,1,0,0,0,0,0,0,0
7854,215000,MOLENBEEK-SAINT-JEAN,239.0,100.0,3,0,0.0,0,0,0,0,0,1,0,0
7855,204783,DIEPENBEEK,220.0,88.0,2,0,0.0,1,0,1,0,0,0,0,0
7856,207500,CHARLEROI,19.0,94.0,2,0,0.0,0,0,1,0,0,0,0,0
7857,209000,CHARLEROI,19.0,94.0,2,1,19.0,0,0,1,0,0,0,0,0
7858,212000,CHARLEROI,19.0,95.0,2,0,0.0,0,0,1,0,0,0,0,0
7859,214000,CHARLEROI,19.0,95.0,2,0,0.0,0,0,1,0,0,0,0,0
7860,216000,CHARLEROI,19.0,96.0,3,0,0.0,0,0,1,0,0,0,0,0
7861,218000,CHARLEROI,19.0,96.0,3,0,0.0,0,0,1,0,0,0,0,0
7862,249000,UCCLE,549.0,53.0,1,0,0.0,1,0,0,0,0,0,0,0
7863,241700,GERPINNES,286.0,108.0,2,0,0.0,1,0,1,0,0,0,0,0
7864,249000,LICHTERVELDE,323.0,95.0,3,1,10.0,1,0,0,0,0,0,0,0
7865,210000,SCHERPENHEUVEL-ZICHEM,195.0,80.0,1,0,0.0,0,0,1,0,0,0,0,0
7866,215000,JETTE,260.0,97.0,2,1,2.0,1,0,0,0,0,0,0,0
7867,223500,GEEL,255.0,80.0,2,1,,1,0,0,0,0,0,0,0
7868,230000,VISÉ,150.0,83.0,2,1,9.0,1,0,0,0,0,0,0,0
7869,240000,TERNAT,492.0,66.0,1,1,10.0,1,0,0,0,0,0,0,0
7870,240000,SCHERPENHEUVEL-ZICHEM,195.0,95.0,2,1,9.0,0,0,1,0,0,0,0,0
7871,249999,GENT,496.0,105.0,2,0,0.0,1,0,0,0,0,0,0,0
7872,243342,FONTAINE-L'EVÊQUE,50.0,129.0,2,1,65.0,1,0,1,0,0,0,0,0
7873,212500,IZEGEM,227.0,74.0,2,1,,0,0,1,0,0,0,0,0
7874,225000,ZEMST,521.0,80.0,2,0,0.0,1,0,0,0,1,0,0,0
7875,225000,BALEN,241.0,113.0,2,0,0.0,1,0,0,0,1,0,0,0
7876,215000,AYWAILLE,148.0,85.0,2,1,7.0,0,0,0,0,0,0,0,0
7877,220000,AYWAILLE,148.0,97.0,3,1,7.0,0,0,0,0,0,0,0,0
7878,225000,AYWAILLE,148.0,97.0,3,1,7.0,0,0,0,0,0,0,0,0
7879,240000,PLOMBIÈRES,149.0,86.0,2,1,9.0,0,0,0,0,0,0,0,0
7880,240183,VILVOORDE,309.0,97.0,2,1,13.0,0,0,1,0,0,0,0,0
7881,245000,PLOMBIÈRES,149.0,86.0,2,1,9.0,0,0,0,0,0,0,0,0
7882,230000,WEVELGEM,127.0,96.0,2,1,8.0,0,0,1,0,0,0,0,0
7883,237500,SPRIMONT,334.0,82.0,2,1,,0,0,1,0,0,0,0,0
7884,238400,LIÈGE,84.0,62.0,1,1,,0,0,0,0,0,0,0,0
7885,240000,GERAARDSBERGEN,211.0,95.0,2,1,10.0,1,0,1,0,0,0,0,0
7886,245000,GERAARDSBERGEN,211.0,101.0,2,1,8.0,1,0,1,0,0,0,0,0
7887,209000,TURNHOUT,278.0,63.0,1,0,0.0,0,0,1,0,0,0,0,0
7888,235000,MOLENBEEK-SAINT-JEAN,239.0,130.0,4,0,0.0,0,0,0,0,0,0,1,0
7889,240900,LOCHRISTI,525.0,87.0,2,1,6.0,1,0,1,0,0,0,0,0
7890,250000,BRUGGE,468.0,75.0,2,0,0.0,0,0,1,0,0,0,0,0
7891,204472,DIEPENBEEK,220.0,82.0,2,1,11.0,1,0,1,0,0,0,0,0
7892,213000,TURNHOUT,278.0,85.0,2,1,10.0,0,0,0,0,0,0,0,0
7893,225000,TURNHOUT,278.0,87.0,2,1,14.0,0,0,0,0,0,0,0,0
7894,235000,WINGENE,281.0,88.0,2,1,21.0,0,0,0,0,0,0,0,0
7895,205000,ROTSELAAR,384.0,76.0,1,1,15.0,1,0,0,0,0,0,0,0
7896,239000,MERCHTEM,412.0,78.0,2,1,26.0,0,0,0,0,0,0,0,0
7897,241588,DILBEEK,487.0,81.0,2,1,13.0,0,0,0,0,0,0,0,0
7898,241588,DILBEEK,487.0,81.0,2,1,13.0,0,0,0,0,0,0,0,0
7899,249000,HEIST-OP-DEN-BERG,450.0,86.0,2,1,8.0,1,0,0,0,0,0,0,0
7900,250000,SPRIMONT,334.0,90.0,2,1,17.0,0,0,0,0,0,0,0,0
7901,250000,SPRIMONT,334.0,93.0,2,1,22.0,0,0,0,0,0,0,0,0
7902,219000,HOEGAARDEN,514.0,71.0,2,1,10.0,1,0,0,0,0,0,0,0
7903,225450,SINT-NIKLAAS,321.0,76.0,1,0,0.0,0,0,1,0,0,0,0,0
7904,242500,HAMME,154.0,125.0,3,1,12.0,0,0,0,0,0,0,0,0
7905,243000,TURNHOUT,278.0,77.0,1,1,10.0,0,0,1,0,0,0,0,0
7906,222285,FONTAINE-L'EVÊQUE,50.0,86.0,2,1,40.0,1,0,1,0,0,0,0,0
7907,235000,BORSBEEK,315.0,103.0,3,1,,0,0,0,1,0,0,0,0
7908,239000,LIEVEGEM,408.0,89.0,2,1,12.0,1,0,1,0,0,0,0,0
7909,205000,AARTSELAAR,509.0,126.0,2,0,0.0,1,0,0,0,0,0,0,0
7910,210000,ANTWERPEN,335.0,80.0,2,1,2.0,0,0,1,0,0,0,0,0
7911,214000,HEIST-OP-DEN-BERG,450.0,162.0,2,0,0.0,1,0,0,0,0,1,0,0
7912,219000,DIKSMUIDE,345.0,90.0,2,0,0.0,1,0,1,0,0,0,0,0
7913,217000,CHARLEROI,19.0,96.0,2,1,31.0,0,0,1,0,0,0,0,0
7914,239000,HEUSDEN-ZOLDER,237.0,94.0,2,0,0.0,0,0,0,0,0,0,0,0
7915,224479,LEBBEKE,393.0,92.0,1,1,19.0,0,0,0,0,0,0,0,0
7916,210749,TONGEREN,201.0,74.0,1,1,21.0,1,0,1,0,0,0,0,0
7917,202000,MERELBEKE,465.0,57.0,1,1,,0,0,0,0,0,0,0,0
7918,249298,VILVOORDE,309.0,99.0,2,1,6.0,1,0,0,0,0,0,0,0
7919,215000,TOURNAI,282.0,106.0,2,1,25.0,0,0,1,0,0,0,0,0
7920,215000,MENEN,108.0,109.0,2,0,0.0,0,0,0,0,1,0,0,0
7921,228750,BERINGEN,193.0,92.0,2,1,,0,0,1,0,0,0,0,0
7922,235450,LILLE,451.0,95.0,2,1,15.0,0,0,0,0,0,0,0,0
7923,225000,WINGENE,281.0,109.0,3,1,18.0,0,0,0,0,1,0,0,0
7924,214000,RENAIX,137.0,112.0,2,1,7.0,0,0,0,0,0,0,0,0
7925,215000,OLEN,358.0,75.0,1,1,,0,0,0,0,1,0,0,0
7926,220000,ANTWERPEN,335.0,95.0,2,1,7.0,1,0,0,1,0,0,0,0
7927,220000,LINCENT,215.0,110.0,3,1,,1,0,0,0,0,0,0,0
7928,215000,PLOMBIÈRES,149.0,76.0,1,1,13.0,0,0,0,0,0,0,0,0
7929,225000,AYWAILLE,148.0,96.0,3,1,12.0,0,0,0,0,0,0,0,0
7930,230000,AYWAILLE,148.0,96.0,3,1,12.0,0,0,0,0,0,0,0,0
7931,249167,VILVOORDE,309.0,102.0,2,1,9.0,0,0,0,0,0,0,0,0
7932,239000,KORTRIJK,353.0,92.0,2,1,12.0,0,0,0,0,1,0,0,0
7933,210000,HASSELT,411.0,154.0,2,1,,0,0,0,0,0,0,0,0
7934,219000,ZELZATE,160.0,85.0,2,0,0.0,0,0,0,0,1,0,0,0
7935,206000,TURNHOUT,278.0,90.0,2,1,14.0,0,0,0,0,0,0,0,0
7936,225000,MOL,240.0,114.0,3,0,0.0,0,0,0,0,0,0,0,0
7937,231000,DIEST,351.0,98.0,2,1,50.0,0,0,0,0,0,0,0,0
7938,231000,DIEST,351.0,98.0,2,1,54.0,0,0,0,0,0,0,0,0
7939,232500,DIEST,351.0,100.0,2,1,58.0,0,0,0,0,0,0,0,0
7940,235000,LEUVEN,466.0,25.0,0,0,0.0,0,0,0,0,0,0,0,0
7941,249298,GRIMBERGEN,436.0,99.0,2,1,,1,0,0,0,0,0,0,0
7942,218090,DILBEEK,487.0,69.0,1,1,16.0,0,0,0,0,0,0,0,0
7943,218090,DILBEEK,487.0,69.0,1,1,16.0,0,0,0,0,0,0,0,0
7944,225225,DILBEEK,487.0,74.0,1,1,15.0,0,0,0,0,0,0,0,0
7945,225225,DILBEEK,487.0,74.0,1,1,15.0,0,0,0,0,0,0,0,0
7946,229213,DILBEEK,487.0,75.0,1,1,16.0,0,0,0,0,0,0,0,0
7947,229213,DILBEEK,487.0,75.0,1,1,16.0,0,0,0,0,0,0,0,0
7948,229900,DILBEEK,487.0,75.0,2,1,16.0,0,0,0,0,0,0,0,0
7949,229900,DILBEEK,487.0,75.0,2,1,16.0,0,0,0,0,0,0,0,0
7950,234000,BOECHOUT,495.0,86.0,2,0,0.0,0,0,1,0,0,0,0,0
7951,204860,KUURNE,135.0,88.0,2,1,9.0,0,0,0,0,0,0,0,0
7952,208470,KUURNE,135.0,81.0,2,1,8.0,0,0,0,0,0,0,0,0
7953,209420,KUURNE,135.0,81.0,2,1,8.0,0,0,0,0,0,0,0,0
7954,210000,BLANKENBERGE,153.0,78.0,2,0,0.0,0,0,0,0,1,0,0,0
7955,211270,KUURNE,135.0,86.0,2,1,10.0,0,0,0,0,0,0,0,0
7956,212000,BLANKENBERGE,153.0,80.0,2,0,0.0,0,0,0,0,1,0,0,0
7957,212270,KUURNE,135.0,88.0,2,1,9.0,0,0,0,0,0,0,0,0
7958,219000,MOLENBEEK-SAINT-JEAN,239.0,97.0,3,1,10.0,1,0,0,0,0,0,0,0
7959,229000,SCHAERBEEK,404.0,95.0,3,1,2.0,1,0,0,0,0,0,0,0
7960,243000,TURNHOUT,278.0,76.0,1,1,10.0,0,0,1,0,0,0,0,0
7961,210000,BRAINE-LE-COMTE,61.0,98.0,2,1,38.0,1,0,0,0,0,0,0,0
7962,225000,MOL,240.0,114.0,3,1,,0,0,0,0,0,0,0,0
7963,228750,BERINGEN,193.0,92.0,2,1,,0,0,0,0,0,0,0,0
7964,237040,LEOPOLDSBURG,122.0,113.0,2,1,,0,0,0,0,0,0,0,0
7965,238000,BRAINE-LE-COMTE,61.0,134.0,3,1,27.0,1,0,0,0,0,0,0,0
7966,219500,DIKSMUIDE,345.0,98.0,2,0,0.0,0,0,0,0,1,0,0,0
7967,222000,TURNHOUT,278.0,96.0,2,1,7.0,0,0,1,0,0,0,0,0
7968,223850,DIKSMUIDE,345.0,109.0,2,0,0.0,0,0,0,0,1,0,0,0
7969,202500,BRUXELLES,494.0,66.0,1,1,7.0,0,0,0,0,0,0,0,0
7970,209000,PELT,432.0,120.0,2,0,0.0,0,0,0,0,0,0,0,0
7971,210000,TORHOUT,291.0,86.0,2,0,0.0,1,0,0,0,1,0,0,0
7972,215000,HEUSDEN-ZOLDER,237.0,86.0,2,1,15.0,0,0,0,0,0,0,0,0
7973,225000,HEUSDEN-ZOLDER,237.0,98.0,2,1,16.0,0,0,0,0,0,0,0,0
7974,239000,OUDENAARDE,269.0,110.0,2,1,,0,0,0,0,0,0,0,0
7975,232000,SAMBREVILLE,83.0,84.0,2,0,0.0,1,0,1,0,0,0,0,0
7976,215000,CHAUDFONTAINE,254.0,87.0,2,1,16.0,0,0,0,0,0,0,0,0
7977,220000,BLANKENBERGE,153.0,70.0,2,0,0.0,1,0,0,0,1,0,0,0
7978,238800,TURNHOUT,278.0,95.0,2,1,9.0,0,0,0,0,0,0,0,0
7979,245000,CHAUDFONTAINE,254.0,86.0,2,1,22.0,0,0,0,0,0,0,0,0
7980,245000,ANZEGEM,332.0,99.0,3,0,0.0,0,0,0,0,0,0,0,0
7981,248095,MENEN,108.0,102.0,2,1,,0,0,0,0,0,0,0,0
7982,230000,LAAKDAL,307.0,100.0,2,1,21.0,0,0,0,0,0,0,0,0
7983,220000,DENDERMONDE,243.0,82.0,2,0,0.0,1,0,0,0,1,0,0,0
7984,214000,SINT-LIEVENS-HOUTEM,357.0,70.0,2,1,16.0,0,0,0,0,0,0,0,0
7985,220000,SINT-LIEVENS-HOUTEM,357.0,70.0,2,1,19.0,0,0,0,0,0,0,0,0
7986,222000,SINT-LIEVENS-HOUTEM,357.0,70.0,2,1,19.0,0,0,0,0,0,0,0,0
7987,225000,SINT-LIEVENS-HOUTEM,357.0,84.0,2,1,15.0,0,0,0,0,0,0,0,0
7988,240000,HEUSDEN-ZOLDER,237.0,96.0,2,1,,0,0,0,0,0,0,0,0
